Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,FT_Result,HomeTeam_Elo,AwayTeam_Elo,Home_Strength,Away_Strength,H2H_Home_Wins,H2H_Away_Wins,H2H_Draws,Home_vs_Away_Wins,Home_vs_Away_Draws,Home_vs_Away_Avg_Goals,H2H_Avg_Home_Goals,H2H_Avg_Away_Goals,Home_Team_Rank,Away_Team_Rank
2008-02-23,2007,Newcastle,Man United,1,5,A,-1,1470.3514410309162,1772.0301186687116,-1032.9464906348644,594.5310782327613,13,7,9,0,0,0,1.7758620689655173,1.2586206896551724,12,1
2008-02-23,2007,Fulham,West Ham,0,1,A,-1,1428.9892418287104,1581.4448287563162,-648.4384280833399,324.90036543040884,2,4,3,0,0,0,1.5172413793103448,1.1724137931034482,18,10
2008-02-23,2007,Liverpool,Middlesbrough,3,2,H,1,1672.7554471703331,1511.5312493296356,-42.84455211646209,575.1191137582039,12,2,9,0,0,0,1.4444444444444444,0.7407407407407407,4,13
2008-02-24,2007,Blackburn,Bolton,4,1,H,1,1597.0054170523335,1476.3477813942372,-57.31518294676566,-345.33392271735454,4,6,7,0,0,0,1.32,1.12,7,16
2008-02-24,2007,Reading,Aston Villa,1,2,A,-1,1450.7257584248875,1628.659789687317,-1672.0784825021278,303.07780825481456,3,0,0,0,0,0,1.8,0.8,17,6
2008-02-25,2007,Man City,Everton,0,2,A,-1,1572.1110514737454,1668.1686341221796,-328.76165691274366,897.352540280445,13,2,4,0,0,0,1.5576923076923077,1.0192307692307692,9,5
2008-03-01,2007,West Ham,Chelsea,0,4,A,-1,1573.7815272890148,1774.9493590830991,324.76462964690074,901.0688257595515,13,9,3,0,0,0,1.5892857142857142,1.1607142857142858,10,2
2008-03-01,2007,Birmingham,Tottenham,4,1,H,1,1472.4055080558765,1569.5482753623216,-633.0973484401691,184.45381349286467,5,2,2,0,0,0,1.6923076923076923,1.0,19,11
2008-03-01,2007,Man City,Wigan,0,0,D,0,1567.0667499615863,1455.5876763690787,-333.0215616099949,-335.6187014200935,2,2,1,0,0,0,1.3333333333333333,0.8666666666666667,9,14
2008-03-01,2007,Fulham,Man United,0,3,A,-1,1425.332699650147,1775.6866608472749,-648.6108969033535,590.7318952451719,6,4,3,0,0,0,1.7352941176470589,1.4705882352941178,18,1
2008-03-01,2007,Newcastle,Blackburn,0,1,A,-1,1460.589534313818,1606.7673237694319,-1029.7759237813382,-59.2233777655797,12,5,8,0,0,0,1.4516129032258065,1.032258064516129,12,7
2008-03-01,2007,Middlesbrough,Reading,0,1,A,-1,1493.9325434190087,1468.3244643355144,240.56802432413718,-1671.1103025792327,2,0,1,0,0,0,2.0,1.3333333333333333,13,17
2008-03-01,2007,Derby,Sunderland,0,0,D,0,1314.591543792854,1392.3093074432509,-925.6788876013486,-391.6622419129872,5,2,2,0,0,0,1.0,1.0,20,15
2008-03-01,2007,Arsenal,Aston Villa,1,1,D,0,1755.8678286265967,1634.1246581414885,1211.152696878742,294.94539912487437,11,8,10,0,0,0,1.4107142857142858,1.2678571428571428,3,6
2008-03-02,2007,Bolton,Liverpool,1,3,A,-1,1469.026343904601,1680.0768846599694,-345.8985894229014,259.46169774946503,11,2,4,0,0,0,1.88,1.04,16,4
2008-03-02,2007,Everton,Portsmouth,3,1,H,1,1680.5488169806881,1594.4787162170144,896.2938356660485,479.11067557336355,4,4,1,0,0,0,1.0769230769230769,0.9230769230769231,5,8
2008-03-05,2007,Liverpool,West Ham,4,0,H,1,1690.6257625770625,1563.2326493719218,553.2669665303853,-30.22524216971906,14,5,6,0,0,0,1.7142857142857142,1.125,4,10
2008-03-08,2007,Liverpool,Newcastle,3,0,H,1,1696.9293987451538,1454.2858981457266,1185.7780945514364,-1351.1293885352245,17,6,6,0,0,0,1.8275862068965518,1.2758620689655173,4,12
2008-03-08,2007,Reading,Man City,2,0,H,1,1487.4763249255516,1547.9148893715492,-1013.8256992760975,-333.0215616099949,2,1,0,0,0,0,1.2,0.6,17,9
2008-03-08,2007,Blackburn,Fulham,1,1,D,0,1599.5762558081785,1432.5237676114004,232.8945290971839,-653.4951154691067,6,5,2,0,0,0,1.5714285714285714,1.3333333333333333,7,18
2008-03-09,2007,Wigan,Arsenal,0,0,D,0,1466.06448781442,1745.3910171812554,-4.7341349801094115,926.0504475427558,3,2,0,0,0,0,1.6666666666666667,1.4666666666666666,14,3
2008-03-09,2007,Tottenham,West Ham,4,0,H,1,1584.2756378988415,1548.5052868354019,244.0964589496587,-699.044287537846,12,7,6,0,0,0,1.4642857142857142,1.1607142857142858,11,10
2008-03-09,2007,Sunderland,Everton,0,1,A,-1,1387.5133860933272,1685.3447383306118,-77.11667131271005,925.1651709739701,8,3,2,0,0,0,1.8064516129032258,0.967741935483871,15,5
2008-03-12,2007,Chelsea,Derby,6,1,H,1,1776.92896907664,1312.6119337993132,902.8142936040485,-608.1547207495927,8,3,2,0,0,0,2.1538461538461537,1.3076923076923077,2,20
2008-03-12,2007,Aston Villa,Middlesbrough,1,1,D,0,1628.380494133935,1499.6767074265622,294.94539912487437,-53.096868542965694,8,9,6,0,0,0,1.08,1.52,6,13
2008-03-12,2007,Portsmouth,Birmingham,4,2,H,1,1604.4150668595612,1462.4691574133296,-119.4008636870155,35.80726704105814,3,1,3,0,0,0,1.8888888888888888,0.7777777777777778,8,19
2008-03-15,2007,Sunderland,Chelsea,0,1,A,-1,1384.631237791072,1779.8111173788952,-702.1154914472594,873.6753560052027,9,3,1,0,0,0,2.193548387096774,1.4193548387096775,15,2
2008-03-15,2007,West Ham,Blackburn,2,1,H,1,1565.6944531814295,1582.387089462151,-724.1723035460585,232.8945290971839,15,4,2,0,0,0,2.074074074074074,1.0,10,7
2008-03-15,2007,Liverpool,Reading,2,1,H,1,1703.8432349694822,1480.5624887012232,1199.6152281503769,-348.28836799770943,2,1,0,0,0,0,1.8,0.8,4,17
2008-03-15,2007,Arsenal,Middlesbrough,1,1,D,0,1736.2570332124512,1508.8106913953663,629.2977335769958,-340.51686943786524,10,9,4,0,0,0,1.6296296296296295,1.5185185185185186,3,13
2008-03-15,2007,Portsmouth,Aston Villa,2,0,H,1,1620.448099666399,1612.347461327097,533.0021045266936,294.94539912487437,4,2,3,0,0,0,1.3076923076923077,0.8461538461538461,8,6
2008-03-15,2007,Derby,Man United,0,1,A,-1,1310.661045960609,1777.637548685979,-963.5405145649207,578.4423783923488,5,4,4,0,0,0,1.8461538461538463,1.3076923076923077,20,1
2008-03-16,2007,Man City,Tottenham,2,1,H,1,1564.4790028731288,1567.7115243972619,-630.5168265951052,279.4265801756144,8,7,4,0,0,0,1.6538461538461537,1.25,9,11
2008-03-16,2007,Fulham,Everton,1,0,H,1,1456.848401468313,1661.0201044736991,-653.4951154691067,1202.6678481926356,13,0,0,0,0,0,1.6764705882352942,0.8235294117647058,18,5
2008-03-16,2007,Wigan,Bolton,1,0,H,1,1481.1923583233288,1453.8984733956922,297.1112210923428,-681.9139663548953,2,2,1,0,0,0,1.2307692307692308,1.0,14,16
2008-03-17,2007,Birmingham,Newcastle,1,1,D,0,1462.1159230283172,1454.639132530739,-6.973358299447909,-1339.175260423282,4,2,3,0,0,0,0.9090909090909091,1.0,19,12
2008-03-19,2007,Tottenham,Chelsea,4,4,D,0,1575.878410241548,1771.6442315346092,-33.46922039901138,854.2049397758799,12,8,9,0,0,0,1.5483870967741935,1.2096774193548387,11,2
2008-03-19,2007,Man United,Bolton,2,0,H,1,1781.6660966844136,1449.8699253972577,524.4614628444242,-978.1524380195609,6,7,4,0,0,0,1.36,1.6,1,16
2008-03-22,2007,Everton,West Ham,1,1,D,0,1657.0048181458722,1569.7097395092565,911.298167898973,-407.6948856536284,12,7,6,0,0,0,1.4285714285714286,1.1607142857142858,5,10
2008-03-22,2007,Tottenham,Portsmouth,2,0,H,1,1592.7921522455679,1603.534357662379,-33.46922039901138,855.4715967921131,6,2,1,0,0,0,1.6923076923076923,1.0,11,8
2008-03-22,2007,Newcastle,Fulham,2,0,H,1,1469.7345130524873,1441.753020946565,-1339.175260423282,-643.3597104094013,6,5,2,0,0,0,1.34375,1.15625,12,18
2008-03-22,2007,Bolton,Man City,0,0,D,0,1454.646004248812,1559.7029240215745,-1627.8949943562488,35.87871317373229,6,5,2,0,0,0,1.4285714285714286,1.0,16,9
2008-03-22,2007,Reading,Birmingham,2,1,H,1,1494.7668339305,1447.9115777990403,-389.379481008523,-6.973358299447909,0,0,1,0,0,0,1.0,1.0,17,19
2008-03-22,2007,Middlesbrough,Derby,1,0,H,1,1516.076771885292,1303.3949654706835,-340.51686943786524,-1319.0680243021166,5,4,2,0,0,0,2.272727272727273,1.5454545454545454,13,20
2008-03-22,2007,Blackburn,Wigan,3,1,H,1,1593.1376523913286,1470.441795394151,-80.24436153910202,272.33342830147063,2,2,1,0,0,0,2.1538461538461537,1.6153846153846154,7,14
2008-03-22,2007,Aston Villa,Sunderland,0,1,A,-1,1588.7178510262984,1408.2608480918707,261.06644358779715,-726.3014800691224,6,1,6,0,0,0,0.9655172413793104,0.9655172413793104,6,15
2008-03-23,2007,Man United,Liverpool,3,0,H,1,1793.3612996538466,1692.1480320000492,814.4354479238757,1495.7277258906215,12,11,6,0,0,0,1.507936507936508,1.1111111111111112,1,4
2008-03-23,2007,Chelsea,Arsenal,2,1,H,1,1785.1217046024906,1722.7795601445698,854.2049397758799,317.233353160161,12,6,11,0,0,0,1.564516129032258,1.2258064516129032,2,3
2008-03-29,2007,Sunderland,West Ham,2,1,H,1,1429.769299290329,1548.2012883107982,-696.6593807517463,-693.4927340193706,7,2,4,0,0,0,1.2413793103448276,0.6896551724137931,15,10
2008-03-29,2007,Bolton,Arsenal,2,3,A,-1,1449.365196214806,1728.0603681785758,-1307.988151344009,-357.0243409204981,10,2,5,0,0,0,1.8,1.12,16,3
2008-03-29,2007,Reading,Blackburn,0,0,D,0,1498.9038813002755,1589.0006050215532,231.4511971865598,568.3369315841553,1,1,1,0,0,0,2.6666666666666665,2.3333333333333335,17,7
2008-03-29,2007,Birmingham,Man City,3,1,H,1,1467.5780580351,1540.0364437855148,-305.9267250855479,-317.5866869300939,6,2,1,0,0,0,1.6153846153846154,0.6153846153846154,19,9
2008-03-29,2007,Man United,Aston Villa,4,0,H,1,1800.4235385403845,1581.6556121397605,1469.6726288077957,-315.5966378666764,12,11,6,0,0,0,1.4107142857142858,1.1428571428571428,1,6
2008-03-29,2007,Derby,Fulham,2,2,D,0,1309.0714223855305,1436.076564031718,-1304.237332900966,-633.1691796364759,0,1,2,0,0,0,0.0,0.3333333333333333,20,18
2008-03-29,2007,Portsmouth,Wigan,2,0,H,1,1613.0537830098137,1460.9223700467164,239.47587981384626,234.35158453708164,2,3,0,0,0,0,1.2222222222222223,0.8888888888888888,8,14
2008-03-30,2007,Tottenham,Newcastle,1,4,A,-1,1572.6908810324892,1489.835784265566,23.031026713755136,-726.7947640473465,17,8,4,0,0,0,1.9322033898305084,1.271186440677966,11,12
2008-03-30,2007,Liverpool,Everton,1,0,H,1,1705.6359309413926,1643.5169192045287,834.7492160939252,619.4509504631549,10,8,11,0,0,0,1.2950819672131149,0.9672131147540983,4,5
2008-03-30,2007,Chelsea,Middlesbrough,1,0,H,1,1790.3797234642548,1510.8187530235277,1198.760851804794,-367.53698920703283,13,5,5,0,0,0,1.2592592592592593,0.7407407407407407,2,13
2008-04-05,2007,Aston Villa,Bolton,4,0,H,1,1591.2050710362319,1439.8157373183346,-965.8264972597308,-1334.1991415692576,5,5,7,0,0,0,1.64,1.32,6,16
2008-04-05,2007,Newcastle,Reading,3,0,H,1,1505.2271966108085,1483.512468955033,-57.850564107106266,557.1831551240232,3,0,0,0,0,0,2.2,1.0,12,17
2008-04-05,2007,Man City,Chelsea,0,2,A,-1,1534.2951535784714,1796.1210136712982,-277.46857171267794,1186.1682969516964,8,7,4,0,0,0,1.4423076923076923,1.0192307692307692,9,2
2008-04-05,2007,Fulham,Sunderland,1,3,A,-1,1420.804287433278,1445.0415758887689,-316.8802138852126,-65.64734327448204,4,1,2,0,0,0,0.8947368421052632,1.0526315789473684,18,15
2008-04-05,2007,Wigan,Birmingham,2,0,H,1,1476.2096840508045,1452.2907440310119,-350.45859240109,2.0805636715550464,2,0,1,0,0,0,1.5714285714285714,0.8571428571428571,14,19
2008-04-05,2007,Arsenal,Liverpool,1,1,D,0,1727.09356951105,1706.6027296089185,-67.1513016775369,869.6473311539106,15,6,8,0,0,0,1.8870967741935485,1.1290322580645162,3,4
2008-04-05,2007,Blackburn,Tottenham,1,1,D,0,1588.2969744124907,1573.3945116415516,273.0673753053079,19.544971471817234,11,8,6,0,0,0,1.1818181818181819,1.1818181818181819,7,11
2008-04-06,2007,Middlesbrough,Man United,2,2,D,0,1521.054413419971,1790.1878781439411,-391.06184446581716,1491.9334630295648,7,11,5,0,0,0,1.3703703703703705,1.4444444444444444,13,1
2008-04-06,2007,Everton,Derby,1,0,H,1,1647.3353270315758,1305.2530145584833,-36.09844601987284,-1014.1286579295822,7,4,2,0,0,0,1.3076923076923077,1.0769230769230769,5,20
2008-04-08,2007,West Ham,Portsmouth,0,1,A,-1,1535.9691242264946,1625.2859470941173,-624.4567220608163,252.47960391217742,1,2,2,0,0,0,1.0,1.3333333333333333,10,8
2008-04-12,2007,Portsmouth,Newcastle,0,0,D,0,1620.2995080700166,1510.2136356349092,895.7831921536139,560.2053944377867,4,1,4,0,0,0,1.0909090909090908,1.0,8,12
2008-04-12,2007,Bolton,West Ham,1,0,H,1,1458.8641779563472,1516.920683588482,-1316.42477884451,-611.3887589642275,8,2,3,0,0,0,1.6842105263157894,1.105263157894737,16,10
2008-04-12,2007,Derby,Aston Villa,0,6,A,-1,1300.4037998991162,1596.054285695599,-1343.5957233358972,-677.8633497960639,11,2,0,0,0,0,1.7692307692307692,0.6923076923076923,20,6
2008-04-12,2007,Tottenham,Middlesbrough,1,1,D,0,1571.15174846535,1523.2971765961727,-290.1560858952631,-97.39695159871425,9,6,8,0,0,0,1.3703703703703705,1.1481481481481481,11,13
2008-04-12,2007,Sunderland,Man City,1,2,A,-1,1433.8123755464208,1545.5243539208195,218.51351421217356,-636.6927744469376,5,2,0,0,0,0,1.84,1.24,15,9
2008-04-12,2007,Reading,Fulham,0,2,A,-1,1465.8341591759897,1438.4825972123213,-42.648792881940246,-250.7511968935114,2,1,0,0,0,0,1.4,1.4,17,18
2008-04-12,2007,Birmingham,Everton,1,1,D,0,1459.925791499232,1639.7002795633557,-607.0710282110701,-93.94358635157906,3,2,4,0,0,0,1.0769230769230769,0.9230769230769231,19,5
2008-04-13,2007,Liverpool,Blackburn,3,1,H,1,1716.6837223478312,1578.215981673578,557.0008012795264,-19.050531557455678,10,5,10,0,0,0,1.606060606060606,1.0,4,7
2008-04-13,2007,Man United,Arsenal,2,1,H,1,1802.4934326053524,1714.7880150496387,1206.8669230995354,-67.1513016775369,14,6,9,0,0,0,1.6451612903225807,0.9516129032258065,1,3
2008-04-14,2007,Chelsea,Wigan,1,1,D,0,1785.2270289686815,1487.1036687534213,1230.5049409075282,-60.000443594887656,2,3,0,0,0,0,1.6666666666666667,1.3333333333333333,2,14
2008-04-17,2007,Everton,Chelsea,0,1,A,-1,1630.6398193309435,1794.2874892010936,-371.44626357024447,953.5786933493139,11,6,12,0,0,0,1.6774193548387097,0.9516129032258065,5,2
2008-04-19,2007,Arsenal,Reading,2,0,H,1,1720.566528773657,1460.0556454519715,-427.6499881986074,-639.9282901987143,1,2,0,0,0,0,1.4,2.6,3,17
2008-04-19,2007,Blackburn,Man United,1,1,D,0,1586.7457010102894,1793.963713268641,-362.3872760270219,1287.692316917341,13,6,6,0,0,0,1.7575757575757576,1.1818181818181819,7,1
2008-04-19,2007,Fulham,Liverpool,0,2,A,-1,1433.4492440333315,1721.717075526821,42.41563494168654,581.7868179850966,8,3,2,0,0,0,1.6176470588235294,1.1764705882352942,18,4
2008-04-19,2007,Middlesbrough,Bolton,0,1,A,-1,1505.546839015156,1476.614515537364,-97.39695159871425,-716.8021704621477,7,1,7,0,0,0,1.411764705882353,1.0,13,16
2008-04-19,2007,West Ham,Derby,2,1,H,1,1523.6205506995507,1293.7039327880475,-586.3064669757284,-1307.4207866596892,5,3,5,0,0,0,1.3846153846153846,1.0,10,20
2008-04-19,2007,Wigan,Tottenham,1,1,D,0,1490.6631513604,1567.5922658583713,-60.000443594887656,22.739714679362624,2,1,2,0,0,0,1.8666666666666667,1.2,14,11
2008-04-20,2007,Man City,Portsmouth,3,1,H,1,1563.7037186455318,1602.1201433453043,-52.435034352543106,603.289360670948,5,1,3,0,0,0,1.9230769230769231,0.8461538461538461,9,8
2008-04-20,2007,Aston Villa,Birmingham,5,1,H,1,1605.4605012545376,1450.5195759402934,-417.7825898162406,-286.188014839158,3,4,2,0,0,0,1.3846153846153846,0.9230769230769231,6,19
2008-04-20,2007,Newcastle,Sunderland,2,0,H,1,1521.9672872287963,1422.0587239525337,899.5912741868175,246.477591094132,2,6,5,0,0,0,1.2592592592592593,1.2962962962962963,12,15
2008-04-26,2007,Birmingham,Liverpool,2,2,D,0,1460.315074866581,1711.9215766005334,-607.2801150900655,572.3641690515184,3,2,4,0,0,0,1.3076923076923077,1.2307692307692308,19,4
2008-04-26,2007,Wigan,Reading,0,0,D,0,1489.3451269917934,1461.373669820578,-350.7801382740261,-643.2729489595492,3,0,0,0,0,0,1.8,1.0,14,17
2008-04-26,2007,Sunderland,Middlesbrough,3,2,H,1,1440.5953835801058,1487.0101793875838,298.0463571241517,-392.71985470618705,3,5,5,0,0,0,1.1764705882352942,1.2352941176470589,15,13
2008-04-26,2007,West Ham,Newcastle,2,2,D,0,1523.5491741166056,1522.0386638117413,-644.0430983105491,1184.0030189773242,12,7,6,0,0,0,1.6730769230769231,1.3846153846153846,10,12
2008-04-26,2007,Man City,Fulham,2,3,A,-1,1543.3296322119527,1453.8233304669106,-45.55331056293462,-634.1318010584175,3,3,5,0,0,0,1.71875,1.65625,9,18
2008-04-26,2007,Tottenham,Bolton,1,1,D,0,1563.751819302601,1480.4549620931343,22.739714679362624,-59.359583322233995,10,3,4,0,0,0,1.88,0.96,11,16
2008-04-26,2007,Chelsea,Man United,2,1,H,1,1809.2735106744738,1778.9776917952609,1279.7066572155024,997.7183318378897,9,8,12,0,0,0,1.4838709677419355,1.0806451612903225,2,1
2008-04-27,2007,Portsmouth,Blackburn,0,1,A,-1,1586.456808230348,1602.4090361252456,-31.92087532357773,-49.24838539073603,4,4,1,0,0,0,1.6153846153846154,1.0,8,7
2008-04-27,2007,Everton,Aston Villa,2,2,D,0,1629.5546399712925,1606.5456806141885,-438.93408111680054,196.4109453050978,14,6,9,0,0,0,1.5789473684210527,1.105263157894737,5,6
2008-04-28,2007,Derby,Arsenal,2,6,A,-1,1291.3365648360539,1722.9338967256506,-1256.6173870624036,-135.6388591082131,6,4,3,0,0,0,1.3846153846153846,0.9230769230769231,20,3
2008-05-03,2007,Man United,West Ham,4,1,H,1,1784.5843072308114,1517.942558681055,297.4340233029851,-644.0430983105491,12,6,7,0,0,0,1.7142857142857142,1.0535714285714286,1,10
2008-05-03,2007,Reading,Tottenham,0,1,A,-1,1450.6700531980127,1574.4554359251663,-932.8552645193573,-297.9671568531132,3,0,0,0,0,0,2.2,1.8,17,11
2008-05-03,2007,Middlesbrough,Portsmouth,2,0,H,1,1506.1901034100063,1567.2768842079256,-941.5179245163448,-33.84425209951333,3,2,4,0,0,0,1.2727272727272727,0.9090909090909091,13,8
2008-05-03,2007,Bolton,Sunderland,2,0,H,1,1493.74159618815,1427.3087494850902,-59.359583322233995,277.7048227964088,3,2,2,0,0,0,1.0666666666666667,1.0,16,15
2008-05-03,2007,Aston Villa,Wigan,0,2,A,-1,1586.6693017244663,1509.2215058815157,478.06311492347197,-32.152607795760375,1,2,2,0,0,0,0.6666666666666666,1.5333333333333334,6,14
2008-05-03,2007,Blackburn,Derby,3,1,H,1,1606.698728042203,1287.0468729190966,-26.04538282349663,-1297.9888120304752,4,3,2,0,0,0,1.0,0.7777777777777778,7,20
2008-05-03,2007,Fulham,Birmingham,2,0,H,1,1469.1035689907076,1445.034836342784,-31.518972005529484,-308.3267483039655,1,3,5,0,0,0,1.0,0.8461538461538461,18,19
2008-05-04,2007,Liverpool,Man City,1,0,H,1,1720.1650425694081,1535.086166243078,931.0364289822876,-336.3179766563168,10,3,6,0,0,0,1.8461538461538463,1.0769230769230769,4,9
2008-05-04,2007,Arsenal,Everton,1,0,H,1,1733.9967379372126,1618.4917987597305,479.6527947794958,-438.93408111680054,15,8,6,0,0,0,1.7419354838709677,1.1451612903225807,3,5
2008-05-05,2007,Newcastle,Chelsea,0,2,A,-1,1517.219394363038,1814.0927801231771,895.6524147880112,1290.9462835456409,18,3,8,0,0,0,1.6379310344827587,0.8275862068965517,12,2
2008-05-11,2007,Birmingham,Blackburn,4,1,H,1,1466.5508202793912,1585.1827441055957,-910.1547508592099,231.36399176032268,4,2,3,0,0,0,1.7692307692307692,1.3076923076923077,19,7
2008-05-11,2007,Portsmouth,Fulham,0,1,A,-1,1548.1477163541422,1488.232736844491,-627.2667467908578,257.4879952630273,4,2,3,0,0,0,1.3846153846153846,1.2307692307692308,8,18
2008-05-11,2007,Wigan,Man United,0,2,A,-1,1504.1193400830548,1789.6864730292723,607.7920091510956,284.691412611244,3,2,0,0,0,0,2.1333333333333333,1.2666666666666666,14,1
2008-05-11,2007,West Ham,Aston Villa,2,2,D,0,1520.871625794289,1583.7402346112324,-715.0060998986457,536.3035214552458,9,4,12,0,0,0,1.24,1.0,10,6
2008-05-11,2007,Derby,Reading,0,4,A,-1,1278.6313155104324,1459.085610606677,-1619.3285576389158,-1247.7463517043905,1,0,0,0,0,0,1.0,0.0,20,17
2008-05-11,2007,Chelsea,Bolton,1,1,D,0,1803.189830150281,1504.644546161046,1292.2264118135429,571.7142402104993,7,6,4,0,0,0,1.4,1.64,2,16
2008-05-11,2007,Tottenham,Liverpool,0,2,A,-1,1565.4016310818836,1729.2188474126908,290.13401063960254,909.3502783899974,14,5,10,0,0,0,1.6774193548387097,1.2419354838709677,11,4
2008-05-11,2007,Sunderland,Arsenal,0,1,A,-1,1422.9254321138592,1738.3800553084436,-330.6837541033808,513.4781152884807,8,2,3,0,0,0,1.2903225806451613,1.064516129032258,15,3
2008-05-11,2007,Middlesbrough,Man City,8,1,H,1,1522.4347781710485,1518.8414914820357,-269.98660298190885,-386.8353735631784,6,4,5,0,0,0,1.631578947368421,0.8421052631578947,13,9
2008-05-11,2007,Everton,Newcastle,3,1,H,1,1629.2392775943065,1506.471915528462,-444.60624251596454,218.29568255687795,17,6,6,0,0,0,1.6206896551724137,1.1379310344827587,5,12
2008-08-16,2008,Middlesbrough,Tottenham,2,1,H,1,1539.2804069474223,1548.5560023055098,33.7816953144983,-55.709758842935614,9,6,9,0,0,0,1.3703703703703705,1.1481481481481481,20,8
2008-08-16,2008,Everton,Blackburn,2,3,A,-1,1612.3473337840605,1602.0746879158417,-404.3624623219688,-61.94617229555556,10,10,6,0,0,0,1.0,1.0,5,14
2008-08-16,2008,West Ham,Wigan,2,1,H,1,1535.1489314525725,1489.8420344247716,-389.94891047982225,-40.603434260961194,1,4,1,0,0,0,1.3076923076923077,1.3846153846153846,9,12
2008-08-16,2008,Bolton,Stoke,3,1,H,1,1519.444036928299,1485.200509232747,889.9552544177456,0.0,0,0,0,0,0,0,2.2857142857142856,0.7142857142857143,13,11
2008-08-16,2008,Hull,Fulham,2,1,H,1,1514.4921605778557,1473.7405762666353,0.0,856.1258537116095,0,0,0,0,0,0,2.4,0.4,17,7
2008-08-16,2008,Arsenal,West Brom,1,0,H,1,1742.4560473389106,1412.9165352358955,798.0632017112525,-961.2580756602744,3,2,1,0,0,0,1.72,1.28,4,19
2008-08-16,2008,Sunderland,Liverpool,0,1,A,-1,1418.5336065596518,1733.6106729668982,-962.5206226517251,1222.4306046063741,4,5,5,0,0,0,1.032258064516129,0.9032258064516129,16,2
2008-08-17,2008,Chelsea,Portsmouth,4,0,H,1,1808.8065929010413,1542.530953603382,985.3673810978486,-1232.107119005055,5,4,1,0,0,0,1.3846153846153846,0.9230769230769231,3,15
2008-08-17,2008,Man United,Newcastle,1,1,D,0,1779.6000933694704,1516.5582951882639,585.515280627855,-404.25466675299,13,8,9,0,0,0,1.7758620689655173,1.2586206896551724,1,18
2008-08-17,2008,Aston Villa,Man City,4,2,H,1,1595.9704700225307,1506.6112560707375,248.34037399157873,-332.09812646312844,8,6,6,0,0,0,1.8695652173913044,1.0869565217391304,6,10
2008-08-23,2008,Liverpool,Middlesbrough,2,1,H,1,1740.9984989074458,1531.8925810068747,1190.494129583589,343.49289577560023,13,2,9,0,0,0,1.4444444444444444,0.7407407407407407,2,20
2008-08-23,2008,Newcastle,Bolton,1,0,H,1,1531.6828798092424,1504.3194523073205,-404.25466675299,883.6112195465987,12,4,2,0,0,0,1.565217391304348,1.173913043478261,18,13
2008-08-23,2008,West Brom,Everton,1,2,A,-1,1405.6909853546679,1619.5728836652881,-975.7272518542632,-724.7773999051371,4,1,1,0,0,0,1.4,1.0,19,5
2008-08-23,2008,Fulham,Arsenal,1,0,H,1,1498.4743280965156,1717.7222955090303,260.06058976084046,1441.145195279502,7,6,1,0,0,0,1.4705882352941178,1.5,7,4
2008-08-23,2008,Tottenham,Sunderland,1,2,A,-1,1528.1906514977074,1438.8989573674542,-363.5658402324201,-1000.1378864609409,10,3,1,0,0,0,1.7419354838709677,1.096774193548387,8,16
2008-08-23,2008,Blackburn,Hull,1,1,D,0,1598.37155537122,1518.1952931224773,603.8600389308228,1473.7405762666353,0,0,0,0,0,0,0.6666666666666666,1.0,14,17
2008-08-23,2008,Stoke,Aston Villa,3,2,H,1,1504.8271241597142,1576.3438550955634,-1519.444036928299,289.581865225903,0,0,0,0,0,0,1.0,1.2666666666666666,11,6
2008-08-24,2008,Man City,West Ham,3,0,H,1,1522.8405632284469,1518.919624294863,-938.0546955769187,199.79233199640151,10,3,3,0,0,0,1.553191489361702,1.2553191489361701,10,9
2008-08-24,2008,Wigan,Chelsea,0,1,A,-1,1485.7166656865368,1812.931961639276,-347.6332205514757,1293.8735718185249,2,3,1,0,0,0,1.6666666666666667,1.3333333333333333,12,3
2008-08-25,2008,Portsmouth,Man United,0,1,A,-1,1536.4265300171726,1785.7045169556798,-1593.8684375852633,242.55767761792723,8,1,1,0,0,0,1.7692307692307692,0.8461538461538461,15,1
2008-08-30,2008,Everton,Portsmouth,0,3,A,-1,1601.0501620463895,1554.9492516360713,-84.78170499398489,-1638.2685972472927,5,4,1,0,0,0,1.0769230769230769,0.9230769230769231,5,15
2008-08-30,2008,Bolton,West Brom,0,0,D,0,1500.1721296030366,1409.8383080589517,276.1652757817189,-1299.6418285873208,2,0,4,0,0,0,1.1818181818181819,0.6363636363636364,13,19
2008-08-30,2008,Hull,Wigan,0,5,A,-1,1501.797148343588,1502.114810465426,736.8702881333177,-710.219612879331,0,0,0,0,0,0,1.0,2.0,17,12
2008-08-30,2008,West Ham,Blackburn,4,1,H,1,1537.291270354885,1579.999909311198,-363.5165672068973,603.8600389308228,16,4,2,0,0,0,2.074074074074074,1.0,9,14
2008-08-30,2008,Middlesbrough,Stoke,2,1,H,1,1545.726429285254,1490.993275881335,290.6160991015839,28.44990908363218,0,0,0,0,0,0,1.3333333333333333,0.6666666666666666,20,11
2008-08-30,2008,Arsenal,Newcastle,3,0,H,1,1725.3790893448734,1524.0260859733994,849.4392005698046,-387.8025210820326,15,7,8,0,0,0,1.5689655172413792,0.8620689655172413,4,18
2008-08-31,2008,Sunderland,Man City,0,3,A,-1,1427.454101665197,1534.285418930704,-390.1062987156401,-954.6947993870069,5,3,0,0,0,0,1.84,1.24,16,10
