Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,FT_Result,HomeTeam_Elo,AwayTeam_Elo,Home_Strength,Away_Strength,H2H_Home_Wins,H2H_Away_Wins,H2H_Draws,Home_vs_Away_Wins,Home_vs_Away_Draws,Home_vs_Away_Avg_Goals,H2H_Avg_Home_Goals,H2H_Avg_Away_Goals,Home_Team_Rank,Away_Team_Rank
1997-11-29,1997,Coventry,Leicester,0,2,A,-1,1486.9913328571126,1541.3761433355037,-294.71063268699885,-326.0427058060278,1,1,2,0,0,0,1.0,1.0,11,10
1997-11-29,1997,Crystal Palace,Newcastle,1,2,A,-1,1483.1246684121197,1639.554649991524,244.4782049299478,-11.811392890719981,1,1,0,0,0,0,1.1153846153846154,0.9230769230769231,20,15
1997-11-29,1997,Southampton,Sheffield Weds,2,3,A,-1,1467.8128472175335,1517.1644020950598,233.14466452379196,-327.26507493794287,1,2,5,0,0,0,1.1538461538461537,0.9230769230769231,12,13
1997-11-29,1997,Bolton,Wimbledon,1,0,H,1,1447.8173888058284,1508.546764155611,-284.98983076575587,-29.21852822005685,2,0,0,0,0,0,1.6666666666666667,0.6666666666666666,17,16
1997-11-29,1997,Barnsley,Leeds,2,3,A,-1,1441.4237007742006,1576.360023739029,-21.727315053455232,915.3301268541618,0,0,0,0,0,0,2.0,3.0,19,5
1997-11-29,1997,Everton,Tottenham,0,2,A,-1,1416.844332697424,1458.8426948874544,-1237.4992924410308,-921.8846698146195,3,1,4,0,0,0,1.435483870967742,1.1129032258064515,18,14
1997-11-30,1997,Arsenal,Liverpool,0,1,A,-1,1600.761166079343,1601.5609117068316,-274.29421183918663,12.42295132723093,4,2,2,0,0,0,1.8870967741935485,1.1290322580645162,1,3
1997-11-30,1997,Man United,Blackburn,4,0,H,1,1704.2440559337297,1589.1431152432817,558.9008488098345,895.9057618885669,3,3,2,0,0,0,1.7575757575757576,1.1818181818181819,2,6
1997-12-01,1997,Bolton,Newcastle,1,0,H,1,1470.3461300997244,1617.025908697628,319.8733527611627,593.0048641998605,1,1,0,0,0,0,1.565217391304348,1.173913043478261,17,15
1997-12-03,1997,West Ham,Crystal Palace,4,1,H,1,1509.583708457485,1468.641503844753,-356.6887252199763,255.88813889978582,2,0,0,0,0,0,1.7692307692307692,1.6538461538461537,8,20
1997-12-06,1997,Derby,West Ham,2,0,H,1,1551.509723832338,1495.7958826591355,-328.3886026168674,-344.67176228785837,1,0,1,0,0,0,1.3846153846153846,1.0,9,8
1997-12-06,1997,Aston Villa,Coventry,3,0,H,1,1529.9841087387497,1473.2512993759728,-328.12811449281827,-314.373542416699,2,4,2,0,0,0,1.1333333333333333,1.2666666666666666,7,11
1997-12-06,1997,Leicester,Crystal Palace,1,1,D,0,1538.2810208005897,1471.736626379667,290.33724779114704,-46.02860279171118,1,1,0,0,0,0,1.391304347826087,1.173913043478261,10,20
1997-12-06,1997,Leeds,Everton,0,0,D,0,1569.9194854988177,1423.2848709376353,877.3780076560428,-1529.2678314185218,5,0,3,0,0,0,1.5555555555555556,0.7407407407407407,5,18
1997-12-06,1997,Liverpool,Man United,1,3,A,-1,1590.8693794529786,1714.9355881875827,628.1561714235753,876.7294718584908,5,1,2,0,0,0,1.507936507936508,1.1111111111111112,3,2
1997-12-06,1997,Newcastle,Arsenal,0,1,A,-1,1601.324215828974,1616.462858947997,298.93563817991566,-594.6063941805529,5,3,0,0,0,0,1.5689655172413792,0.8620689655172413,15,1
1997-12-06,1997,Tottenham,Chelsea,1,6,A,-1,1449.7826780086398,1613.441639969722,-936.6996127973058,876.4730825710496,2,1,5,0,0,0,1.5483870967741935,1.2096774193548387,14,4
1997-12-06,1997,Blackburn,Bolton,3,1,H,1,1599.205189396638,1460.2840559463682,266.03947647808934,328.76753835785763,2,0,0,0,0,0,1.32,1.12,6,17
1997-12-07,1997,Wimbledon,Southampton,1,0,H,1,1521.7961533202435,1454.563458052901,-318.78200598122254,245.28907480100605,3,3,2,0,0,0,1.0,1.0,16,12
1997-12-08,1997,Sheffield Weds,Barnsley,2,1,H,1,1528.9452476764682,1429.6428551927922,266.02328554487366,-635.7753910109544,0,0,0,0,0,0,2.0,1.0,13,19
1997-12-13,1997,Crystal Palace,Liverpool,0,3,A,-1,1461.6874734268245,1600.9185324058212,-340.9457984180342,-21.45404648695876,0,1,1,0,0,0,1.4642857142857142,1.8928571428571428,20,3
1997-12-13,1997,Arsenal,Blackburn,1,3,A,-1,1600.7183976211375,1614.9496507234974,-274.34155101475807,558.096287667363,2,1,5,0,0,0,1.606060606060606,1.303030303030303,1,6
1997-12-13,1997,Chelsea,Leeds,0,0,D,0,1611.5724045147115,1571.7887209538283,861.707563365045,1184.8590128019723,4,2,2,0,0,0,1.4444444444444444,0.8518518518518519,4,5
1997-12-13,1997,Southampton,Leicester,2,1,H,1,1473.109471588712,1519.7350072647787,-355.33725701246976,-9.941932053124765,2,0,2,0,0,0,1.5588235294117647,1.5,12,10
1997-12-13,1997,Barnsley,Newcastle,2,2,D,0,1436.5052811928645,1594.4617898289018,-602.3388638476316,-24.35693360968371,0,0,0,0,0,0,2.0,2.0,19,15
1997-12-13,1997,Coventry,Tottenham,4,0,H,1,1487.2396157620715,1435.7943616225411,-620.370364164449,-966.911776677636,2,6,0,0,0,0,1.4,1.5333333333333334,11,14
1997-12-13,1997,West Ham,Sheffield Weds,1,0,H,1,1512.222728718062,1512.5184016175417,-346.0401504837258,847.2105341667273,4,2,2,0,0,0,1.5384615384615385,1.0769230769230769,8,13
1997-12-13,1997,Everton,Wimbledon,0,0,D,0,1427.4275207008357,1517.6535035570432,-1233.6517715867521,-332.8934039457589,3,3,2,0,0,0,1.6153846153846154,1.3076923076923077,18,16
1997-12-14,1997,Bolton,Derby,3,3,D,0,1464.1345025099583,1547.659277268748,8.926500478530034,291.6744487679972,0,0,0,0,0,0,2.0,1.4,17,9
1997-12-15,1997,Man United,Aston Villa,1,0,H,1,1722.6281500657956,1522.2915468605368,907.4559562331873,-33.47785461762369,3,2,3,0,0,0,1.4107142857142858,1.1428571428571428,2,7
1997-12-17,1997,Newcastle,Derby,0,0,D,0,1592.4532972113857,1549.667769886264,-24.35693360968371,-32.320490913825054,1,1,0,0,0,0,1.5384615384615385,0.9230769230769231,15,9
1997-12-20,1997,Blackburn,West Ham,3,0,H,1,1625.639448932987,1501.5329305085722,878.2399671915904,275.95264545201064,5,2,1,0,0,0,2.074074074074074,1.0,6,8
1997-12-20,1997,Tottenham,Barnsley,3,0,H,1,1450.825054444798,1421.4745883706075,-956.7116909891363,-602.3388638476316,0,0,0,0,0,0,3.0,0.0,14,19
1997-12-20,1997,Sheffield Weds,Chelsea,1,4,A,-1,1501.6826859827652,1622.408120149488,885.3016754319913,563.7117228478085,1,1,6,0,0,0,1.0769230769230769,1.0,13,4
1997-12-20,1997,Liverpool,Coventry,1,0,H,1,1611.1785712052158,1476.979576962677,270.88344819840614,-637.3127711190049,3,3,2,0,0,0,1.2666666666666666,0.8666666666666667,3,11
1997-12-20,1997,Aston Villa,Southampton,1,1,D,0,1520.1822562028603,1475.2187622463885,-60.79770834559004,-343.9691924678089,4,3,1,0,0,0,1.5,1.175,7,12
1997-12-20,1997,Derby,Crystal Palace,0,0,D,0,1545.948515488083,1465.4067278250054,278.45115877586625,-661.1295048991984,0,0,0,0,0,0,0.0,0.0,9,20
1997-12-20,1997,Leicester,Everton,0,1,A,-1,1500.8409674111608,1446.3215605544535,-304.56382637086716,-916.7172897219282,0,1,3,0,0,0,1.3823529411764706,1.3529411764705883,10,18
1997-12-20,1997,Leeds,Bolton,2,0,H,1,1582.2841603451536,1453.639063118633,891.2158309183429,305.27349669132025,0,2,0,0,0,0,0.6666666666666666,2.0,5,17
1997-12-21,1997,Newcastle,Man United,0,1,A,-1,1582.824387092006,1732.2570601851753,-320.7368641271203,918.3071802892318,3,1,4,0,0,0,1.7758620689655173,1.2586206896551724,15,2
1997-12-26,1997,Chelsea,Wimbledon,1,1,D,0,1618.0177393513263,1522.043884355205,1184.0929846502868,-30.87545261517471,1,4,4,0,0,0,1.0769230769230769,1.3076923076923077,4,16
1997-12-26,1997,West Ham,Coventry,1,0,H,1,1515.47463824067,1463.0378692305792,264.05096159091585,-959.5484853600481,3,2,4,0,0,0,1.5333333333333334,1.0666666666666667,8,11
1997-12-26,1997,Derby,Newcastle,1,0,H,1,1562.5346234098263,1566.2382791702628,-21.71714808635438,-963.8132098465794,1,1,1,0,0,0,1.5384615384615385,0.9230769230769231,9,15
1997-12-26,1997,Sheffield Weds,Blackburn,0,0,D,0,1506.818255594251,1620.5038793215012,275.9923194302115,888.0371384995963,5,2,2,0,0,0,2.272727272727273,0.9090909090909091,13,6
1997-12-26,1997,Crystal Palace,Southampton,1,1,D,0,1465.830234817222,1474.795255254172,-950.011378170966,-629.8867326045508,2,0,1,0,0,0,1.3461538461538463,1.0769230769230769,20,12
1997-12-26,1997,Man United,Everton,2,0,H,1,1737.106662324322,1441.4719584153067,1562.5679295615814,-309.82145669157546,4,4,1,0,0,0,1.596774193548387,1.1935483870967742,2,18
1997-12-26,1997,Bolton,Barnsley,1,1,D,0,1452.2543646947347,1422.8592867945058,-11.1833353777105,-594.1889983364806,1,0,0,0,0,0,2.0,1.0,17,19
1997-12-26,1997,Arsenal,Leicester,2,1,H,1,1611.5213246124672,1490.038040419831,-286.81803382860267,-286.48793985721056,2,1,2,0,0,0,1.8529411764705883,1.2352941176470589,1,10
1997-12-26,1997,Liverpool,Leeds,3,1,H,1,1624.9339672745332,1568.5287642758362,274.5679866791091,874.5538370599919,5,4,0,0,0,0,1.7777777777777777,1.4074074074074074,3,5
1997-12-26,1997,Aston Villa,Tottenham,4,1,H,1,1532.2270171876016,1438.7802934600568,-60.79770834559004,-350.96670763903506,5,2,2,0,0,0,1.3571428571428572,1.3035714285714286,7,14
1997-12-28,1997,Newcastle,Liverpool,1,2,A,-1,1553.7485395606534,1637.4237068841426,-982.2509085085997,878.6042785114196,5,1,2,0,0,0,1.8275862068965518,1.2758620689655173,15,3
1997-12-28,1997,Blackburn,Crystal Palace,2,2,D,0,1614.2348646661994,1472.0992494725238,571.6582656284696,-622.1004481726612,1,2,0,0,0,0,1.0,1.2,6,20
1997-12-28,1997,Wimbledon,West Ham,1,2,A,-1,1506.7603009952918,1530.758221600583,-337.2834957800624,253.40972038550976,3,4,2,0,0,0,1.2307692307692308,1.3846153846153846,16,8
1997-12-28,1997,Coventry,Man United,3,2,H,1,1487.9040839864863,1712.240447568415,-952.4438199795197,1545.3200774128222,4,4,1,0,0,0,1.4,1.3333333333333333,11,2
1997-12-28,1997,Barnsley,Derby,1,0,H,1,1443.5844007020905,1541.8095095022416,-911.2260651720592,612.4068323658796,1,0,0,0,0,0,1.0,0.0,19,9
1997-12-28,1997,Leeds,Aston Villa,1,1,D,0,1566.9671704186842,1533.7886110447537,254.02575932366008,-61.13942022397687,7,0,2,0,0,0,1.0,0.8148148148148148,5,7
1997-12-28,1997,Leicester,Sheffield Weds,1,1,D,0,1490.7619377697183,1506.0943582443638,-608.792204779704,-47.43502929144479,4,1,0,0,0,0,1.0,0.6666666666666666,10,13
1997-12-28,1997,Everton,Bolton,3,2,H,1,1456.9373229228117,1436.7890001872297,-339.02167796012316,-312.89268820883274,1,0,2,0,0,0,1.52,1.12,18,17
1997-12-28,1997,Tottenham,Arsenal,1,1,D,0,1445.6788431148073,1604.6227749577167,-358.9178703702727,-325.6451805813868,3,1,5,0,0,0,1.746031746031746,1.1428571428571428,14,1
1997-12-29,1997,Southampton,Chelsea,1,0,H,1,1495.6506903823029,1597.1623042231954,-303.8451096301049,897.8374524050787,5,3,1,0,0,0,1.326086956521739,1.5434782608695652,12,4
1998-01-10,1997,Arsenal,Leeds,2,1,H,1,1618.0033876091506,1553.5865577672503,-25.029661236304765,-34.25898083118004,5,2,2,0,0,0,1.5185185185185186,1.4444444444444444,1,5
1998-01-10,1997,Sheffield Weds,Newcastle,2,1,H,1,1523.1389491938453,1536.7039486111719,-340.99759873495157,-986.4430780958289,4,3,2,0,0,0,1.8461538461538463,1.0,13,15
1998-01-10,1997,Bolton,Southampton,0,0,D,0,1439.3062261888542,1493.1334643806783,-927.6853345329207,319.02023163354613,1,2,0,0,0,0,0.36363636363636365,0.7272727272727273,17,12
1998-01-10,1997,West Ham,Barnsley,6,0,H,1,1542.0716637015357,1432.2709586011379,261.0334798156175,-287.592158523805,0,1,0,0,0,0,1.0,2.0,8,19
1998-01-10,1997,Liverpool,Wimbledon,2,0,H,1,1647.0342381400092,1497.1497697394252,869.2017532076818,-304.80243047070206,3,0,6,0,0,0,1.6153846153846154,0.6153846153846154,3,16
1998-01-10,1997,Crystal Palace,Everton,1,3,A,-1,1456.4450717052555,1472.5915006900802,-320.1837064811642,240.10466105481368,2,1,0,0,0,0,1.4642857142857142,1.1785714285714286,20,18
1998-01-10,1997,Chelsea,Coventry,3,1,H,1,1607.5948261353935,1477.4715620742882,291.1629347218204,-301.7205017987359,4,1,4,0,0,0,2.2666666666666666,1.2666666666666666,4,11
1998-01-10,1997,Aston Villa,Leicester,1,1,D,0,1531.9404387691502,1492.6101100453218,237.8806885540468,-906.1904713511267,2,1,2,0,0,0,1.4827586206896552,1.5862068965517242,7,10
1998-01-10,1997,Man United,Tottenham,2,0,H,1,1717.5607449803467,1440.3585457028755,929.9106375668682,-642.2867369097576,4,4,1,0,0,0,1.5161290322580645,1.1935483870967742,2,14
1998-01-11,1997,Derby,Blackburn,3,1,H,1,1559.8918453370839,1596.1525288313571,24.53077569363445,912.5070768152157,1,1,1,0,0,0,1.0,0.7777777777777778,9,6
1998-01-17,1997,Tottenham,West Ham,1,0,H,1,1459.6285584354557,1522.8016509689555,-663.1105579118824,857.7896163023128,4,4,1,0,0,0,1.4642857142857142,1.1607142857142858,14,8
1998-01-17,1997,Leeds,Sheffield Weds,1,2,A,-1,1537.2753836986262,1539.4501232624693,-357.85965835301016,-319.5853800512756,2,3,4,0,0,0,1.6923076923076923,1.6153846153846154,5,13
1998-01-17,1997,Coventry,Arsenal,2,2,D,0,1483.2282371007293,1612.2467125827095,-317.24264527806463,605.9998326585117,3,2,4,0,0,0,1.2666666666666666,0.8666666666666667,11,1
1998-01-17,1997,Newcastle,Bolton,2,1,H,1,1547.6057473425449,1428.4044274574812,-1291.070867934598,-607.8442966535931,2,1,0,0,0,0,1.565217391304348,1.173913043478261,15,17
1998-01-17,1997,Wimbledon,Derby,0,0,D,0,1499.8294961656436,1557.2121189108655,-344.6458003375382,343.7612814599059,0,1,2,0,0,0,0.8571428571428571,1.0,16,9
1998-01-17,1997,Leicester,Liverpool,0,0,D,0,1498.8702311643315,1640.7741170209995,-906.1904713511267,1511.6188247930834,1,3,1,0,0,0,1.3823529411764706,1.2352941176470589,10,3
1998-01-17,1997,Barnsley,Crystal Palace,1,0,H,1,1448.3129579952629,1440.4030723111305,-290.21744172881847,-614.7020066191802,0,1,0,0,0,0,0.0,1.0,19,20
1998-01-17,1997,Blackburn,Aston Villa,5,0,H,1,1608.411409072711,1519.6815585277964,308.47189655852515,-56.76957132114776,4,4,1,0,0,0,1.4545454545454546,1.0606060606060606,6,7
1998-01-18,1997,Everton,Chelsea,3,1,H,1,1493.1434128629169,1587.042913962557,531.3936753958648,296.7007115349501,3,2,4,0,0,0,1.6774193548387097,0.9516129032258065,18,4
1998-01-19,1997,Southampton,Man United,1,0,H,1,1516.6675595994852,1694.0266497615398,623.3794622975948,899.8084708168478,7,1,1,0,0,0,1.8297872340425532,1.3617021276595744,12,2
1998-01-20,1997,Liverpool,Newcastle,1,0,H,1,1651.8454370454408,1536.5344273181036,1219.2813301077183,-1005.3899824431016,5,2,2,0,0,0,1.8275862068965518,1.2758620689655173,3,15
1998-01-31,1997,Crystal Palace,Leeds,0,2,A,-1,1429.4802743482905,1548.1981816614662,-584.1808917370687,-665.749683005504,1,2,0,0,0,0,1.4444444444444444,1.0,20,5
1998-01-31,1997,Derby,Tottenham,2,1,H,1,1568.1064943559193,1448.734182990402,343.7612814599059,-61.10230456567706,2,0,1,0,0,0,1.7692307692307692,0.8461538461538461,9,14
1998-01-31,1997,Sheffield Weds,Wimbledon,1,1,D,0,1537.746939917963,1501.53267951015,290.31424243206203,-635.5584919481184,4,2,3,0,0,0,1.9230769230769231,1.3076923076923077,13,16
1998-01-31,1997,Bolton,Coventry,1,5,A,-1,1415.751910171813,1495.8807543863975,-917.365446122102,-604.4015176025729,0,2,1,0,0,0,1.0,2.0,17,11
1998-01-31,1997,Man United,Leicester,0,1,A,-1,1671.3880254929777,1521.5088554328936,292.01664952484333,-611.5685770333841,1,1,3,0,0,0,1.4705882352941178,1.5,2,10
1998-01-31,1997,Arsenal,Southampton,3,0,H,1,1623.2212679317993,1505.6930042503955,285.7349894927168,658.237790796947,4,3,2,0,0,0,1.6956521739130435,1.1304347826086956,1,12
1998-01-31,1997,West Ham,Everton,2,2,D,0,1521.5243030254974,1494.420760806375,263.3602242917132,848.8022581883761,5,2,2,0,0,0,1.4285714285714286,1.1607142857142858,8,18
1998-01-31,1997,Chelsea,Barnsley,2,0,H,1,1596.3527057955955,1439.0031661622243,-1.9279710376332786,-2.1368272665923542,0,1,0,0,0,0,0.0,6.0,4,19
1998-01-31,1997,Liverpool,Blackburn,0,0,D,0,1649.979947351641,1610.2768987665108,1231.1923001788036,292.2645287398569,5,2,2,0,0,0,1.606060606060606,1.0,3,6
1998-02-01,1997,Aston Villa,Newcastle,0,1,A,-1,1505.408585249371,1550.8074005965289,-33.926223122530835,-989.3076578151547,5,2,2,0,0,0,1.5925925925925926,0.8333333333333334,7,15
1998-02-07,1997,Coventry,Sheffield Weds,1,0,H,1,1512.679564853882,1520.9481294504783,0.9845786728329131,614.7958664619597,3,1,5,0,0,0,1.1538461538461537,0.6153846153846154,11,13
1998-02-07,1997,Liverpool,Southampton,2,3,A,-1,1629.0856054487813,1526.587346153255,917.4865473236365,333.5935372105872,4,3,2,0,0,0,1.7608695652173914,1.173913043478261,3,12
1998-02-07,1997,Derby,Aston Villa,0,1,A,-1,1550.428613935634,1523.0864656696563,633.5081180579862,-344.0877032418366,3,0,0,0,0,0,1.7692307692307692,0.6923076923076923,9,7
1998-02-07,1997,Leicester,Leeds,1,0,H,1,1537.6588650864755,1532.0481720078842,11.973340176102102,-670.5814407595724,3,2,0,0,0,0,1.619047619047619,1.2380952380952381,10,5
1998-02-07,1997,Barnsley,Everton,2,2,D,0,1441.3756500563265,1492.0482769122727,-31.242357536751843,548.634064706144,1,0,0,0,0,0,4.0,2.0,19,18
1998-02-07,1997,Blackburn,Tottenham,0,3,A,-1,1588.7651598451994,1470.2459219117136,-8.042057361857497,-659.0185211109823,5,3,1,0,0,0,1.1818181818181819,1.1818181818181819,6,14
1998-02-07,1997,Newcastle,West Ham,0,1,A,-1,1534.5461327958276,1537.7855708261986,-375.7190160833153,588.4881140783107,4,3,2,0,0,0,1.6730769230769231,1.3846153846153846,15,8
1998-02-07,1997,Man United,Bolton,1,1,D,0,1661.9891950598333,1425.1507406049575,-328.84999898013655,-900.0847649303508,1,1,1,0,0,0,1.36,1.6,2,17
1998-02-08,1997,Arsenal,Chelsea,2,0,H,1,1637.063565831373,1582.510407896022,909.8635204874954,-14.463875001741462,4,3,2,0,0,0,1.564516129032258,1.2258064516129032,1,4
1998-02-09,1997,Crystal Palace,Wimbledon,0,3,A,-1,1417.5471851405835,1513.4657687178571,-893.8205280693619,-635.5584919481184,1,1,1,0,0,0,0.6666666666666666,0.3333333333333333,20,16
1998-02-14,1997,Tottenham,Leicester,1,1,D,0,1473.1203904992376,1534.7843964989515,-34.82008570442222,640.6872395001724,3,1,1,0,0,0,2.0588235294117645,1.7058823529411764,14,10
1998-02-14,1997,Everton,Derby,1,2,A,-1,1479.545301794853,1562.9315890530538,896.0553971710084,15.643169090002448,2,1,0,0,0,0,1.3076923076923077,1.0769230769230769,18,9
1998-02-14,1997,Sheffield Weds,Liverpool,3,3,D,0,1525.471664467522,1624.5620704317375,312.25995349118324,301.41937018085474,5,2,2,0,0,0,1.6923076923076923,1.0,13,3
1998-02-18,1997,Southampton,Coventry,1,2,A,-1,1510.9872194782938,1528.2796915288434,659.4106583003435,608.2691322110626,3,1,5,0,0,0,0.9333333333333333,0.9333333333333333,12,11
1998-02-18,1997,Aston Villa,Man United,0,2,A,-1,1513.7830584448852,1671.2926022846043,-321.75803914672116,-617.1443906631979,4,2,3,0,0,0,1.4107142857142858,1.1428571428571428,7,2
1998-02-21,1997,Coventry,Barnsley,1,0,H,1,1539.6040794960877,1430.0512620890822,568.0184865930383,-31.242357536751843,1,0,0,0,0,0,2.0,0.0,11,19
1998-02-21,1997,Man United,Derby,2,0,H,1,1681.7602957806673,1552.4638955569908,-16.806962176923616,600.2691095893912,0,1,2,0,0,0,1.8461538461538463,1.3076923076923077,2,9
1998-02-21,1997,Wimbledon,Aston Villa,2,1,H,1,1528.4794672127168,1498.7693599500255,-352.04905492000177,-656.016559603642,4,3,2,0,0,0,2.230769230769231,1.2307692307692308,16,7
1998-02-21,1997,Leicester,Chelsea,2,0,H,1,1551.832030899096,1565.4627734958774,640.6872395001724,-341.87658816801604,3,1,1,0,0,0,1.3823529411764706,1.411764705882353,10,4
1998-02-21,1997,Sheffield Weds,Tottenham,1,0,H,1,1538.228429584251,1460.3636253825086,312.25995349118324,-34.82008570442222,5,3,1,0,0,0,1.3846153846153846,1.5384615384615385,13,14
1998-02-21,1997,Bolton,West Ham,1,1,D,0,1429.8500876445005,1533.0862237866556,-900.0847649303508,602.7897667913603,2,1,0,0,0,0,1.6842105263157894,1.105263157894737,17,8
1998-02-21,1997,Arsenal,Crystal Palace,1,0,H,1,1643.6740145253282,1410.9367364466282,928.3579939827335,-1196.5136818129333,0,2,1,0,0,0,1.7142857142857142,1.2857142857142858,1,20
1998-02-21,1997,Southampton,Blackburn,3,0,H,1,1529.2901711863778,1570.4622081371153,34.32225914993569,-302.0912417442002,8,0,1,0,0,0,1.7894736842105263,0.8947368421052632,12,6
1998-02-22,1997,Newcastle,Leeds,1,1,D,0,1534.4382890176657,1532.156015786046,-355.7913888717265,-653.126420321961,3,3,3,0,0,0,1.3703703703703705,1.4444444444444444,15,5
1998-02-23,1997,Liverpool,Everton,1,1,D,0,1618.6411069041947,1485.466265322396,1.9894162329696883,296.11127932295176,4,1,4,0,0,0,1.2950819672131149,0.9672131147540983,3,18
1998-02-28,1997,Crystal Palace,Coventry,0,3,A,-1,1401.25099883014,1549.289817112576,-1525.248484717999,1175.5477042379334,0,2,1,0,0,0,0.6666666666666666,2.3333333333333335,20,11
1998-02-28,1997,Barnsley,Wimbledon,2,1,H,1,1449.1905984728241,1509.340130828975,-647.5250753364177,253.85646139011996,1,0,0,0,0,0,4.0,1.0,19,16
1998-02-28,1997,Blackburn,Leicester,5,3,H,1,1584.6586487442787,1537.6355902919327,-607.9492759814758,953.7797941993479,1,1,3,0,0,0,1.6363636363636365,1.0,6,10
1998-02-28,1997,Aston Villa,Liverpool,2,1,H,1,1518.7486163045717,1598.6618505496485,-961.7124530461854,1.9894162329696883,8,1,0,0,0,0,1.4642857142857142,1.3035714285714286,7,3
1998-02-28,1997,Derby,Sheffield Weds,3,0,H,1,1566.8496447798145,1523.8426803614273,-55.313455333013735,296.99188884545055,0,1,2,0,0,0,1.1428571428571428,1.4285714285714286,9,13
1998-02-28,1997,Leeds,Southampton,0,1,A,-1,1517.0322901348186,1544.4138968376053,-653.126420321961,348.41470077735875,1,4,4,0,0,0,1.037037037037037,0.8888888888888888,5,12
1998-02-28,1997,Everton,Newcastle,0,0,D,0,1487.5666658916848,1532.337888448377,4.8222649819006165,-51.16359903295743,7,2,0,0,0,0,1.6206896551724137,1.1379310344827587,18,15
1998-02-28,1997,Chelsea,Man United,0,1,A,-1,1555.3042563130973,1691.9188129634474,-353.11285627137465,5.614107793899438,1,4,4,0,0,0,1.4838709677419355,1.0806451612903225,4,2
1998-03-01,1997,Tottenham,Bolton,1,0,H,1,1474.0496267185988,1416.1640863084103,1.0463773747969298,-608.6973003457884,0,1,2,0,0,0,1.88,0.96,14,17
1998-03-02,1997,West Ham,Arsenal,0,0,D,0,1537.7057208850188,1639.054517426965,301.43770659230194,1210.5453412720592,3,5,1,0,0,0,1.4107142857142858,1.3214285714285714,8,1
1998-03-04,1997,Leeds,Tottenham,1,0,H,1,1530.1859891018323,1460.895927751585,-638.408522167652,-20.28113555731211,3,2,4,0,0,0,1.6296296296296295,1.2222222222222223,5,14
1998-03-07,1997,Liverpool,Bolton,2,1,H,1,1606.435484042255,1408.3904528158039,-609.0671924915654,-903.5072256895082,1,1,1,0,0,0,1.88,1.04,3,17
1998-03-07,1997,Southampton,Everton,2,1,H,1,1556.981274130462,1474.9992885988281,313.0158288520145,-312.58631781061075,4,2,3,0,0,0,1.673913043478261,0.8043478260869565,12,18
1998-03-07,1997,Sheffield Weds,Man United,2,0,H,1,1545.5814514272674,1670.1800418976072,-323.8331168502376,620.008470976416,5,1,3,0,0,0,2.4615384615384617,0.6153846153846154,13,2
1998-03-08,1997,Chelsea,Aston Villa,0,1,A,-1,1538.731820645491,1535.321051972178,-986.9909312789217,-320.29780112171346,3,4,2,0,0,0,1.4464285714285714,1.1785714285714286,4,7
1998-03-11,1997,West Ham,Man United,1,1,D,0,1543.1631521308177,1664.7226106518083,14.983514872074375,615.1939517775411,5,1,3,0,0,0,1.7142857142857142,1.0535714285714286,8,2
1998-03-11,1997,Wimbledon,Arsenal,0,1,A,-1,1499.693881490055,1648.700766765885,293.425189323557,899.8280297186091,0,5,3,0,0,0,1.3076923076923077,1.4615384615384615,16,1
1998-03-11,1997,Chelsea,Crystal Palace,6,2,H,1,1548.0878441084917,1391.8949753671393,-995.4264591007741,-1540.588148002498,0,2,1,0,0,0,1.4482758620689655,1.3448275862068966,4,20
1998-03-11,1997,Leeds,Blackburn,4,0,H,1,1547.5186804233801,1567.3259574227309,-38.339311964841045,11.556211144327516,2,2,5,0,0,0,1.5294117647058822,1.0588235294117647,5,6
1998-03-11,1997,Aston Villa,Barnsley,0,1,A,-1,1516.6768500909993,1467.834800354003,297.6100431266905,-37.24271643031557,0,1,0,0,0,0,0.0,3.0,7,19
1998-03-14,1997,Barnsley,Southampton,4,3,H,1,1486.601267846255,1538.21480663821,-21.987960874341844,932.65994015814,1,0,0,0,0,0,4.0,1.0,19,12
1998-03-14,1997,Newcastle,Coventry,0,0,D,0,1533.0691818224966,1548.5585237384564,-336.84448452445366,1455.7979040039613,6,1,2,0,0,0,2.1333333333333333,0.9333333333333333,15,11
1998-03-14,1997,Wimbledon,Leicester,2,1,H,1,1516.32547589848,1521.0039958835077,-36.31496402962002,636.8480644504921,2,3,0,0,0,0,1.3333333333333333,1.4444444444444444,16,10
1998-03-14,1997,Man United,Arsenal,0,1,A,-1,1649.0313819564547,1664.3919954612386,615.1939517775411,1199.7668060166202,6,1,2,0,0,0,1.6451612903225807,0.9516129032258065,2,1
1998-03-14,1997,West Ham,Chelsea,2,1,H,1,1558.3757539365918,1532.8752423027177,306.9092265591655,-1004.8480972597911,5,4,0,0,0,0,1.5892857142857142,1.1607142857142858,8,4
1998-03-14,1997,Aston Villa,Crystal Palace,3,1,H,1,1526.5098588018984,1382.0619666562402,-306.04263973123693,-1560.5431252251437,0,0,3,0,0,0,1.5909090909090908,0.6363636363636364,7,20
1998-03-14,1997,Bolton,Sheffield Weds,3,2,H,1,1429.0236847964409,1524.9482194466304,-915.2731730294503,10.202891529283852,3,0,0,0,0,0,3.6666666666666665,1.0,17,13
1998-03-14,1997,Everton,Blackburn,1,0,H,1,1493.894100793157,1548.431145228402,-623.9825726367031,-601.8838366459079,4,4,1,0,0,0,1.0,1.0,18,6
